,Restaurant Name,Ratings,No of Reviews,Review URL,Image URL,Street,More Info,Province,Zipcode,Phone Number,Day Open,Time Open,Tags,Other Image URL,Website URL
1296,Aun Ai Rak,4,4,http://www.tripadvisor.com/Restaurant_Review-g293917-d3714468-Reviews-Aun_Ai_Rak-Chiang_Mai.html,static/images/generic.jpg,"63/1 Siri Mungkalajarn Road, Suthep Subdistrict, Mueang Chiang Mai District.",NaN,Chiang,Mai,+66 53 894 779,NaN,NaN,NaN,[],NaN
1297,3 Little Pigs,3.5,45,http://www.tripadvisor.com/Restaurant_Review-g293917-d3773591-Reviews-3_Little_Pigs-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/1e/94/f8/3-little-pigs.jpg,Maneeoparat Rd,west of Chang Puak Gate,Chiang,Mai,NaN,Tue - Sun,11:00 AM - 11:00 PM,Barbecue,"[https://media-cdn.tripadvisor.com/media/photo-s/08/58/5c/a5/mojito-anyone.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/58/5c/e8/complimentary-cornbread.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/58/5e/90/3-little-pigs.jpg, https://media-cdn.tripadvisor.com/media/photo-w/08/58/5f/57/cold-beer-and-complimentary.jpg, https://media-cdn.tripadvisor.com/media/photo-w/08/58/5f/ae/tequila-shots-followed.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/58/5f/f2/decor-with-s-characters.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/58/60/8f/drinks-and-deserts-on.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/ee/09/1e/pulled-pork-burger.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/58/5d/24/eclectic-furnitures.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/58/5d/24/eclectic-furnitures.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/ee/09/1e/pulled-pork-burger.jpg, https://media-cdn.tripadvisor.com/media/photo-p/08/58/60/8f/drinks-and-deserts-on.jpg, https://media-cdn.tripadvisor.com/media/photo-p/08/58/5f/f2/decor-with-s-characters.jpg]",NaN
1298,Jeffer Steak - Central Airport Plaza Chiang Mai,3,29,http://www.tripadvisor.com/Restaurant_Review-g293917-d3715717-Reviews-Jeffer_Steak_Central_Airport_Plaza_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/db/3b/a5/photo0jpg.jpg,2 Mahidol Road,"4th Floor, Central Airport Chiang Mai",Chiang Mai,50100,+66 53 280 733,NaN,NaN,Steakhouse,"[https://media-cdn.tripadvisor.com/media/photo-o/08/40/1e/1e/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-o/08/40/1e/22/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/8b/c1/02/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-o/09/03/07/5d/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/db/3b/a6/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/db/3b/a7/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/db/3b/a8/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/55/65/87/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/f5/c7/85/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/f5/c7/85/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/55/65/87/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/db/3b/a8/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-p/09/db/3b/a7/photo2jpg.jpg]",http://www.jeffersteak.com
1299,Mix No.7,4,15,http://www.tripadvisor.com/Restaurant_Review-g293917-d8641699-Reviews-Mix_No_7-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/d4/e6/7d/the-blue-martini-duck.jpg,Central Festival Chiangmai,Pa Ham Subdistrict,Chiang,Mai,+66 53 288 986,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-o/07/e1/e9/64/mix-no7.jpg, https://media-cdn.tripadvisor.com/media/photo-w/07/e1/e9/7a/mix-no7.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/9b/c0/09/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/9b/c0/0a/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/3d/8c/26/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/3d/8c/26/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/9b/c0/0a/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/9b/c0/09/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/e1/e9/7a/mix-no7.jpg]",https://www.facebook.com/mixnumber7
1300,Kozmos House Kafe,4.5,8,http://www.tripadvisor.com/Restaurant_Review-g293917-d8758290-Reviews-Kozmos_House_Kafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/6d/91/78/delicious-european-fusion.jpg,"21, Rachamankha Road, Soi 7",NaN,Chiang Mai,50200,+66 94 110 9545,Sun - Sat,10:00 AM - 10:00 PM,"Cafe, European, Thai, Healthy","[https://media-cdn.tripadvisor.com/media/photo-w/09/70/f0/89/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/70/f0/95/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/70/f0/a4/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/70/f0/b2/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/74/6e/3b/special-creamy-smoked.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/92/99/00/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/6d/90/f7/delicious-european-fusion.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/6d/94/3b/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/6d/95/2e/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/6d/95/2e/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/6d/94/3b/kozmos-house-kafe.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/6d/90/f7/delicious-european-fusion.jpg, https://media-cdn.tripadvisor.com/media/photo-p/09/92/99/00/kozmos-house-kafe.jpg]",http://www.facebook.com/kozmoshouse
1301,The Corner Restaurant,3,46,http://www.tripadvisor.com/Restaurant_Review-g293917-d10501334-Reviews-The_Corner_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/d4/4f/76/tcr-8.jpg,25/4 Moonmueng Rd,Phra Singh Subdistrict,Chiang,Mai,NaN,NaN,NaN,"European, Thai, Asian, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-w/0b/d4/4f/24/tcr-4.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/d4/4f/37/tcr-5.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/d4/4f/4a/tcr-6.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/d4/4f/64/tcr-7.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e5/cb/b6/the-bill.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e5/cc/0a/condiments.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e5/cc/42/khao-soi-and-a-large.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e5/cc/9b/the-exterior.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e5/cc/c4/board-outside.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e5/cc/c4/board-outside.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e5/cc/9b/the-exterior.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/e5/cc/42/khao-soi-and-a-large.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/e5/cc/0a/condiments.jpg]",NaN
1302,Chai Thung Kung Ten,4,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d3712823-Reviews-Chai_Thung_Kung_Ten-Chiang_Mai.html,static/images/generic.jpg,"112 Super Highway Road, Sun Poo Loei Subdistrict, Doi Saked District.",NaN,Chiang,Mai,+66 89 852 0122,NaN,NaN,NaN,[],NaN
1303,Art Cafe (Star Avenue),4.5,12,http://www.tripadvisor.com/Restaurant_Review-g293917-d7178054-Reviews-Art_Cafe_Star_Avenue-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/84/d3/20/art-cafe-star-avenue.jpg,288/38-40 Star Avenue viva terrace,"Malhidon Road, Changklan",Chiang,Mai,+66 53 274 865,Tue - Sun,9:00 AM - 8:00 PM,"Cafe, European, Italian, Mexican, Thai, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-s/09/84/d2/ab/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/84/d2/b3/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/84/d2/d0/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/84/d2/e4/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/84/d2/f5/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/84/d3/07/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/84/d3/2a/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ca/1b/d0/dsc-0075-1-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/06/d2/d6/b6/art-cafe.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/d2/d6/b6/art-cafe.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ca/1b/d0/dsc-0075-1-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/84/d3/2a/art-cafe-star-avenue.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/84/d3/07/art-cafe-star-avenue.jpg]",https://www.facebook.com/ArtcafeStar3Viva
1304,Pop-Am Restaurant,3.5,7,http://www.tripadvisor.com/Restaurant_Review-g293917-d10433033-Reviews-Pop_Am_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/63/ff/6a/photo0jpg.jpg,179/1 Prapokklao Rd,"Sriphum Subdistrict, Mueng District",Chiang Mai,50200,NaN,Mon - Sat,10:00 AM - 10:00 PM,Thai,"[https://media-cdn.tripadvisor.com/media/photo-w/0c/41/47/8d/pop-am-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0c/63/ff/6b/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/35/be/de/front-entrance-of-pop.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0e/35/bf/02/rice-with-green-curry.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/78/78/5b/20160811-130704-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/78/78/5b/20160811-130704-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/35/bf/02/rice-with-green-curry.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0e/35/be/de/front-entrance-of-pop.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/63/ff/6b/photo1jpg.jpg]",NaN
1305,Small Farm,4,5,http://www.tripadvisor.com/Restaurant_Review-g293917-d3713902-Reviews-Small_Farm-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0d/ef/30/c5/entry-point.jpg,"99 Moo 21, Small Farm Chiang Mai Resort, Banluang Subdistrict,Chomthong District",NaN,Chiang,Mai,+66 53 033 068,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-w/09/b7/4c/75/small-farm.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/30/b1/flower-phone-box.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/30/e4/bathroom.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/30/f5/photo-opp-point.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/09/garden-statue.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/21/pony-ride.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/3c/petting.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/65/hugging.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/75/feeding.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/75/feeding.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/65/hugging.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/3c/petting.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/31/21/pony-ride.jpg]",NaN
1306,Sam Tom Yok Khrok Soi Nimman 11,4,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d7355225-Reviews-Sam_Tom_Yok_Khrok_Soi_Nimman_11-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/1a/1e/a5/sam-tom-yok-khrok-soi.jpg,Soi 11 Nommanhemin Road.,ซอย 11 ถนนนิมมานเหมินทร์,Chiang,Mai,NaN,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/09/f7/37/be/11.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/f7/37/c4/11.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/b5/71/77/20170315-170100-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/b5/71/77/20170315-170100-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/f7/37/c4/11.jpg]",NaN
1307,Suan Lahu Cafe,4,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d8517711-Reviews-Suan_Lahu_Cafe-Chiang_Mai.html,static/images/generic.jpg,"68 Mu 6, Rimtai, Mae Rim",NaN,Chiang Mai,50180,5329781,NaN,NaN,NaN,[],https://www.facebook.com/SuanLahuCafe/timeline
1308,Ban Rommai,4,5,http://www.tripadvisor.com/Restaurant_Review-g293917-d4335180-Reviews-Ban_Rommai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/cd/0c/06/ban-rommai.jpg,Canal Road,NaN,Chiang,Mai,NaN,NaN,NaN,Thai,[https://media-cdn.tripadvisor.com/media/photo-s/0c/e1/06/91/photo0jpg.jpg],NaN
1309,Chez Daniel,4,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d2734102-Reviews-Chez_Daniel-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/cc/e9/a3/the-sides.jpg,"255/18, Mahidol Rd",Nonghoi,Chiang Mai,50000,+66 53 204 600,NaN,NaN,French,"[https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e5/02/chez-daniel.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e9/a0/foie-gras.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e9/a2/sweetbreads.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e9/a4/apple-crepe.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e5/00/chez-daniel-from-the.jpg, https://media-cdn.tripadvisor.com/media/photo-s/04/cc/e5/03/le-menu.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e9/9f/coquilles-st-jacques.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e9/a1/duck-in-orange-sauce.jpg, https://media-cdn.tripadvisor.com/media/photo-s/04/cc/e9/a5/that-s-where-it-started.jpg, https://media-cdn.tripadvisor.com/media/photo-s/04/cc/e9/a5/that-s-where-it-started.jpg, https://media-cdn.tripadvisor.com/media/photo-s/04/cc/e9/a1/duck-in-orange-sauce.jpg, https://media-cdn.tripadvisor.com/media/photo-s/04/cc/e9/9f/coquilles-st-jacques.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/cc/e5/03/le-menu.jpg]",NaN
1310,Tumlum Yumzaap,4,5,http://www.tripadvisor.com/Restaurant_Review-g293917-d7075661-Reviews-Tumlum_Yumzaap-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/10/76/a2/tumlum-yumzaap.jpg,Bumrungrad Road. Muang. Chiang Mai. Wat,NaN,Chiang,Mai,+66 93 614 6465,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/0b/10/77/8a/20160430-131406-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/4c/e5/0d/img20170131164924-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/4c/e5/0e/img20170131164638-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/10/77/84/fb-img-1461999523988.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/10/77/85/fb-img-1461999529503.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/10/77/86/fb-img-1461999535152.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/10/77/87/20160430-131419-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/10/77/88/20160430-131048-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/10/77/8b/20160430-131257-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/10/77/8b/20160430-131257-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/10/77/88/20160430-131048-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/10/77/87/20160430-131419-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/10/77/86/fb-img-1461999535152.jpg]",NaN
1311,FUMI Japanese Cuisine,3.5,8,http://www.tripadvisor.com/Restaurant_Review-g293917-d8745936-Reviews-FUMI_Japanese_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/c0/6f/69/photo1jpg.jpg,"5th Floor, Central Festival Chiang Mai, Lampang-Chiang Mai Highway Road",Fa Ham Subdistrict,Chiang Mai,50000,+66 52 001 580,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/09/c0/6f/68/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/fc/c7/39/20170721-141405-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/fc/c7/3a/20170721-141346-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/fc/c7/3b/20170721-140833-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/fc/c7/3c/20170721-135614-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/9c/7c/8d/fumi-japanese-cuisine.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/9c/7c/aa/fumi-japanese-cuisine.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/9c/7c/af/fumi-japanese-cuisine.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/9c/7c/af/fumi-japanese-cuisine.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/9c/7c/aa/fumi-japanese-cuisine.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/9c/7c/8d/fumi-japanese-cuisine.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/fc/c7/3c/20170721-135614-largejpg.jpg]",http://www.facebook.com/FumiJapaneseCuisine
1312,Iron32 Hotel Bar and Bistro,3.5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d12671739-Reviews-Iron32_Hotel_Bar_and_Bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/10/45/61/6c/entrance.jpg,"62/1 Charoen Prathet Road, Tumbol Chang Klan, Muang",NaN,Chiang Mai,50100,+66 89 199 9032,NaN,NaN,NaN,[https://media-cdn.tripadvisor.com/media/photo-w/10/45/61/6c/entrance.jpg],https://www.facebook.com/iron32hotelbarandbistro/
1313,Jeffer Steak - Central Kad Suan Kaeo,3.5,4,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711979-Reviews-Jeffer_Steak_Central_Kad_Suan_Kaeo-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/08/40/14/ea/simply-delightful-service.jpg,21 Huai Kaeo Rd.,"Suthep Sub-District, B Floor, Central Kad Suan Kaeo",Chiang Mai,50200,+66 53 894 322,NaN,NaN,Steakhouse,"[https://media-cdn.tripadvisor.com/media/photo-s/10/ba/7a/8f/menu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/ba/7a/97/menu.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/ba/7a/99/menu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/ba/7a/99/menu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/ba/7a/97/menu.jpg]",http://www.jeffersteak.com
1314,Phung Noi Bakery,3.5,16,http://www.tripadvisor.com/Restaurant_Review-g293917-d4044636-Reviews-Phung_Noi_Bakery-Chiang_Mai.html,static/images/generic.jpg,208 Tha Sala Subdistrict,1F Big C Chiang Mai,Chiang,Mai,NaN,NaN,NaN,NaN,[],http://www.phungnoibakery.com
1315,The Canal Restaurant & Bar,3.5,34,http://www.tripadvisor.com/Restaurant_Review-g293917-d3158439-Reviews-The_Canal_Restaurant_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/c5/45/76/photo2jpg.jpg,"51/2 Arrak Rd., T. Phrasingh",A. Muang,Chiang Mai,50200,+66 53 903 999,Sun - Sat,11:00 AM - 5:00 PM,"Thai, Bar, European, Pub, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-w/10/f6/cd/d4/deep-fried-river-prawn.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/f6/cd/ed/deep-fried-whole-seabass.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/f6/ce/01/the-canal-roasted-duck.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/f6/ce/fa/high-tea-for-2-persons.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/f6/d1/ab/stir-fried-rice-noodle.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/f6/d1/bc/northern-thai-rice-noodle.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/f6/d1/cb/roasted-duck-red-curry.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/f6/d2/93/stir-fried-chicken-with.jpg, https://media-cdn.tripadvisor.com/media/photo-o/10/f6/d3/70/stir-fried-rice-with.jpg, https://media-cdn.tripadvisor.com/media/photo-o/10/f6/d3/72/ham-and-cheddar-cheese.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/c5/45/79/photo5jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/c5/45/78/photo4jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0d/c5/45/77/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0d/c5/45/75/photo1jpg.jpg]",http://www.therimchiangmai.com
1316,Banwangtan,4,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d1390257-Reviews-Banwangtan-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/4d/84/a0/tom-yum-koong.jpg,"86 Moo 3, T. Sanpakwan",A. Hangdong,Chiang Mai,50230,+66 53 436 928,NaN,NaN,Thai,"[https://media-cdn.tripadvisor.com/media/photo-s/04/4d/84/9d/our-view-that-day.jpg, https://media-cdn.tripadvisor.com/media/photo-s/04/4d/84/a4/great-selection.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/4d/84/a4/great-selection.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/4d/84/9d/our-view-that-day.jpg]",http://www.banwangtan.com/en_restaurant.html
1317,Suan Hom Kao Ram,3.5,4,http://www.tripadvisor.com/Restaurant_Review-g293917-d3712020-Reviews-Suan_Hom_Kao_Ram-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/cb/c4/9d/20161129-175259-largejpg.jpg,"301 San Sai Noi Subdistrict, San Sai District",NaN,Chiang,Mai,+66 86 655 2390,Sun - Sat,11:00 AM - 11:00 PM,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/93/20161129-181452-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/94/20161129-181450-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/95/20161129-181458-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/96/20161129-181455-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/97/20161129-185300-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/98/20161129-181502-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/99/20161129-185407-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/9b/20161129-175356-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/9c/20161129-175255-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/9c/20161129-175255-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/9b/20161129-175356-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/99/20161129-185407-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/cb/c4/98/20161129-181502-largejpg.jpg]",NaN
1318,Fuji Japanese Restaurant,4,13,http://www.tripadvisor.com/Restaurant_Review-g293917-d8702742-Reviews-Fuji_Japanese_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/3b/a2/27/20170122-200522-largejpg.jpg,"4th Floor, Central Plaza Chiangmai Airport, Mahidol Road",Haiya,Chiang Mai,50000,053-202-684-5,NaN,NaN,Japanese,"[https://media-cdn.tripadvisor.com/media/photo-s/0e/3b/a2/24/20170122-195559-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/3b/a2/25/20170122-200043-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/3b/a2/26/20170122-200453-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2c/6d/ec/fuji-japanese-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/9c/0a/76/20171224-130010-01-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/9c/0a/77/20171224-130401-01-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/9c/0a/77/20171224-130401-01-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/9c/0a/76/20171224-130010-01-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2c/6d/ec/fuji-japanese-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/3b/a2/26/20170122-200453-largejpg.jpg]",http://www.fuji.co.th/
1319,Im Pla Phao,3.5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d3715405-Reviews-Im_Pla_Phao-Chiang_Mai.html,static/images/generic.jpg,"5/1 San Sai Noi Subdistrict, San Sai District",NaN,Chiang,Mai,+66 53 350 089,NaN,NaN,NaN,[],http://www.implaphao.com/
